10:46:43:457;eph;epv;fix_type;satellites;gps_status;ekf;latitude;longitude;altitude;north;east;down;pitch;yaw;roll;Vx;Vy;Vz;groundspeed;voltage;current;power;last_heartbeat;armed;mode;armable;system_status
10:47:49:569;eph;epv;fix_type;satellites;gps_status;ekf;latitude;longitude;altitude;north;east;down;pitch;yaw;roll;Vx;Vy;Vz;groundspeed;voltage;current;power;last_heartbeat;armed;mode;armable;system_status
11:00:36:659;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3097834289073944;0.13012230396270752;-0.10541385412216187;0.07801280915737152;0.30677738785743713;0.0717257633805275;-0.42;0.2;0.04;0.47413915395736694;12.587;0.0;99;0.5643865410238504;1;1;10;4
11:00:36:761;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30705931782722473;0.1289762556552887;-0.10541785508394241;0.07819730788469315;0.30705204606056213;0.07193781435489655;-0.41;0.19;0.04;0.46088457107543945;12.587;0.0;99;0.6673945540096611;1;1;10;4
11:00:36:862;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30705931782722473;0.1289762556552887;-0.10541785508394241;0.07819730788469315;0.30705204606056213;0.07193781435489655;-0.41;0.19;0.04;0.46088457107543945;12.587;0.0;99;0.7690500610042363;1;1;10;4
11:00:36:965;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30705931782722473;0.1289762556552887;-0.10541785508394241;0.07842050492763519;0.3073602616786957;0.07218704372644424;-0.41;0.19;0.04;0.4561942517757416;12.587;0.0;99;0.8931669360026717;1;1;10;4
11:00:37:067;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30581703782081604;0.12852607667446136;-0.10529007762670517;0.07842050492763519;0.3073602616786957;0.07218704372644424;-0.41;0.19;0.04;0.4561942517757416;12.587;0.0;99;0.9745164979831316;1;1;10;4
11:00:37:168;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30581703782081604;0.12852607667446136;-0.10529007762670517;0.07842050492763519;0.3073602616786957;0.07218704372644424;-0.41;0.19;0.04;0.4561942517757416;12.587;0.0;99;0.05045120802242309;1;1;10;4
11:00:37:269;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3072288930416107;0.1293063759803772;-0.10498759895563126;0.07871070504188538;0.3076430559158325;0.07249454408884048;-0.41;0.19;0.04;0.46244779229164124;12.587;0.0;99;0.1887428800109774;1;1;10;4
11:00:37:370;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3072288930416107;0.1293063759803772;-0.10498759895563126;0.07871070504188538;0.3076430559158325;0.07249454408884048;-0.41;0.19;0.04;0.46244779229164124;12.587;0.0;99;0.2901664400123991;1;1;10;4
11:00:37:471;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31197866797447205;0.1316436231136322;-0.10450945049524307;0.0790209248661995;0.30795130133628845;0.0728224590420723;-0.43;0.2;0.04;0.4810399115085602;12.587;0.0;99;0.3983708590385504;1;1;10;4
11:00:37:573;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31197866797447205;0.1316436231136322;-0.10450945049524307;0.0790209248661995;0.30795130133628845;0.0728224590420723;-0.43;0.2;0.04;0.4810399115085602;12.587;0.0;99;0.49949589103925973;1;1;10;4
11:00:37:674;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31197866797447205;0.1316436231136322;-0.10450945049524307;0.0790209248661995;0.30795130133628845;0.0728224590420723;-0.43;0.2;0.04;0.4810399115085602;12.587;0.0;99;0.600766787014436;1;1;10;4
11:00:37:775;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.31016233563423157;0.13091334700584412;-0.10424653440713882;0.07926574349403381;0.30824920535087585;0.07309150695800781;-0.42;0.19;0.04;0.46439704298973083;12.587;0.0;99;0.6710068910033442;1;1;10;4
11:00:37:876;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.31016233563423157;0.13091334700584412;-0.10424653440713882;0.07926574349403381;0.30824920535087585;0.07309150695800781;-0.42;0.19;0.04;0.46439704298973083;12.587;0.0;99;0.7720904790330678;1;1;10;4
11:00:37:977;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3110016882419586;0.13140639662742615;-0.10380418598651886;0.07946576923131943;0.3085351586341858;0.07331601530313492;-0.42;0.19;0.04;0.46454790234565735;12.587;0.0;99;0.9042583380360156;1;1;10;4
11:00:38:078;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3110016882419586;0.13140639662742615;-0.10380418598651886;0.07946576923131943;0.3085351586341858;0.07331601530313492;-0.42;0.19;0.04;0.46454790234565735;12.587;0.0;99;3.4161959774792194e-05;1;1;10;4
11:00:38:178;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3110016882419586;0.13140639662742615;-0.10380418598651886;0.07946576923131943;0.3085351586341858;0.07331601530313492;-0.42;0.19;0.04;0.46454790234565735;12.587;0.0;99;0.10192107694456354;1;1;10;4
11:00:38:279;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3158208727836609;0.1337495893239975;-0.10335507988929749;0.07967640459537506;0.3088378608226776;0.07354874908924103;-0.43;0.2;0.04;0.47620323300361633;12.587;0.0;99;0.20752025995170698;1;1;10;4
11:00:38:381;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3158208727836609;0.1337495893239975;-0.10335507988929749;0.07967640459537506;0.3088378608226776;0.07354874908924103;-0.43;0.2;0.04;0.47620323300361633;12.587;0.0;99;0.30914632498752326;1;1;10;4
11:00:38:482;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3193339705467224;0.1354844868183136;-0.10302580147981644;0.07986758649349213;0.3091218173503876;0.07376621663570404;-0.43;0.2;0.04;0.48485469818115234;12.587;0.0;99;0.4053563649649732;1;1;10;4
11:00:38:583;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3193339705467224;0.1354844868183136;-0.10302580147981644;0.07986758649349213;0.3091218173503876;0.07376621663570404;-0.43;0.2;0.04;0.48485469818115234;12.587;0.0;99;0.5063033739570528;1;1;10;4
11:00:38:684;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3193339705467224;0.1354844868183136;-0.10302580147981644;0.07986758649349213;0.3091218173503876;0.07376621663570404;-0.43;0.2;0.04;0.48485469818115234;12.587;0.0;99;0.6071561359567568;1;1;10;4
11:00:38:785;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3151327967643738;0.13361753523349762;-0.103668712079525;0.08004328608512878;0.30939850211143494;0.07397104799747467;-0.42;0.19;0.04;0.4712870419025421;12.587;0.0;99;0.6848112669540569;1;1;10;4
11:00:38:885;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.3151327967643738;0.13361753523349762;-0.103668712079525;0.08004328608512878;0.30939850211143494;0.07397104799747467;-0.42;0.19;0.04;0.4712870419025421;12.587;0.0;99;0.7866689559887163;1;1;10;4
11:00:38:986;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31342601776123047;0.132893368601799;-0.10429088771343231;0.08024033159017563;0.30970656871795654;0.07420206815004349;-0.42;0.19;0.04;0.4671766459941864;12.587;0.0;99;0.8995330959442072;1;1;10;4
11:00:39:087;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31342601776123047;0.132893368601799;-0.10429088771343231;0.08024033159017563;0.30970656871795654;0.07420206815004349;-0.42;0.19;0.04;0.4671766459941864;12.587;0.0;99;0.00012205902021378279;1;1;10;4
11:00:39:189;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31342601776123047;0.132893368601799;-0.10429088771343231;0.08024033159017563;0.30970656871795654;0.07420206815004349;-0.42;0.19;0.04;0.4671766459941864;12.587;0.0;99;0.1048085680231452;1;1;10;4
11:00:39:290;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31496211886405945;0.13367772102355957;-0.10410671681165695;0.0804271474480629;0.3099924325942993;0.07441875338554382;-0.42;0.2;0.04;0.4734347462654114;12.587;0.0;99;0.19013585103675723;1;1;10;4
11:00:39:391;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31496211886405945;0.13367772102355957;-0.10410671681165695;0.0804271474480629;0.3099924325942993;0.07441875338554382;-0.42;0.2;0.04;0.4734347462654114;12.587;0.0;99;0.29157332301838323;1;1;10;4
11:00:39:492;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31984204053878784;0.13601501286029816;-0.1038704439997673;0.08063358068466187;0.31029680371284485;0.07466120272874832;-0.44;0.2;0.04;0.49178996682167053;12.587;0.0;99;0.406668987008743;1;1;10;4
11:00:39:593;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31984204053878784;0.13601501286029816;-0.1038704439997673;0.08063358068466187;0.31029680371284485;0.07466120272874832;-0.44;0.2;0.04;0.49178996682167053;12.587;0.0;99;0.5078079960076138;1;1;10;4
11:00:39:695;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31984204053878784;0.13601501286029816;-0.1038704439997673;0.08063358068466187;0.31029680371284485;0.07466120272874832;-0.44;0.2;0.04;0.49178996682167053;12.587;0.0;99;0.6112658200436272;1;1;10;4
11:00:39:795;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31777289509773254;0.135131374001503;-0.10441453009843826;0.08083438873291016;0.3106039762496948;0.07489155977964401;-0.42;0.2;0.04;0.4743000864982605;12.587;0.0;99;0.7085505760041997;1;1;10;4
11:00:39:896;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31777289509773254;0.135131374001503;-0.10441453009843826;0.08083438873291016;0.3106039762496948;0.07489155977964401;-0.42;0.2;0.04;0.4743000864982605;12.587;0.0;99;0.8101091840071604;1;1;10;4
11:00:39:997;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31839805841445923;0.13549886643886566;-0.10440964996814728;0.08102041482925415;0.3108903765678406;0.07510495185852051;-0.42;0.2;0.04;0.47416603565216064;12.587;0.0;99;0.8985875090002082;1;1;10;4
11:00:40:098;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31839805841445923;0.13549886643886566;-0.10440964996814728;0.08102041482925415;0.3108903765678406;0.07510495185852051;-0.42;0.2;0.04;0.47416603565216064;12.587;0.0;99;0.00010896299500018358;1;1;10;4
11:00:40:199;121;200;6;10;6,10;1;-35.3632649;149.1652388;583.79;-0.31839805841445923;0.13549886643886566;-0.10440964996814728;0.08102041482925415;0.3108903765678406;0.07510495185852051;-0.42;0.2;0.04;0.47416603565216064;12.587;0.0;99;0.12196621799375862;1;1;10;4
11:00:40:300;121;200;6;10;6,10;1;-35.3632649;149.1652389;583.79;-0.32084131240844727;0.13671842217445374;-0.10410864651203156;0.08122585713863373;0.3111969530582428;0.07534103840589523;-0.43;0.2;0.04;0.48408880829811096;12.587;0.0;99;0.22289756999816746;1;1;10;4
11:00:40:402;121;200;6;10;6,10;1;-35.3632649;149.1652389;583.79;-0.32084131240844727;0.13671842217445374;-0.10410864651203156;0.08122585713863373;0.3111969530582428;0.07534103840589523;-0.43;0.2;0.04;0.48408880829811096;12.587;0.0;99;0.323697829968296;1;1;10;4
11:00:40:503;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.326882928609848;0.13962122797966003;-0.10365580767393112;0.08142606914043427;0.3114899694919586;0.0755743533372879;-0.45;0.21;0.04;0.49776190519332886;12.587;0.0;99;0.4133568679681048;1;1;10;4
11:00:40:605;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.326882928609848;0.13962122797966003;-0.10365580767393112;0.08142606914043427;0.3114899694919586;0.0755743533372879;-0.45;0.21;0.04;0.49776190519332886;12.587;0.0;99;0.5152581079746597;1;1;10;4
11:00:40:706;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.326882928609848;0.13962122797966003;-0.10365580767393112;0.08161116391420364;0.31177690625190735;0.07578924298286438;-0.43;0.2;0.04;0.48243236541748047;12.587;0.0;99;0.6337858170154504;1;1;10;4
11:00:40:807;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3234769105911255;0.1381216049194336;-0.10373625159263611;0.08161116391420364;0.31177690625190735;0.07578924298286438;-0.43;0.2;0.04;0.48243236541748047;12.587;0.0;99;0.6900622299872339;1;1;10;4
11:00:40:908;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3234769105911255;0.1381216049194336;-0.10373625159263611;0.08161116391420364;0.31177690625190735;0.07578924298286438;-0.43;0.2;0.04;0.48243236541748047;12.587;0.0;99;0.7916959199937992;1;1;10;4
11:00:41:010;121;200;6;10;6,10;1;-35.3632649;149.1652389;583.79;-0.3215637803077698;0.1372900754213333;-0.10339048504829407;0.08180919289588928;0.31209665536880493;0.07601530849933624;-0.43;0.2;0.04;0.477336585521698;12.587;0.0;99;0.8988298469921574;1;1;10;4
11:00:41:113;121;200;6;10;6,10;1;-35.3632649;149.1652389;583.79;-0.3215637803077698;0.1372900754213333;-0.10339048504829407;0.08180919289588928;0.31209665536880493;0.07601530849933624;-0.43;0.2;0.04;0.477336585521698;12.587;0.0;99;8.939096005633473e-05;1;1;10;4
11:00:41:213;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32285022735595703;0.13795103132724762;-0.1029716357588768;0.08199751377105713;0.3123874068260193;0.07623527944087982;-0.43;0.2;0.04;0.4834939241409302;12.587;0.0;99;0.13609310000902042;1;1;10;4
11:00:41:314;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32285022735595703;0.13795103132724762;-0.1029716357588768;0.08199751377105713;0.3123874068260193;0.07623527944087982;-0.43;0.2;0.04;0.4834939241409302;12.587;0.0;99;0.23844780796207488;1;1;10;4
11:00:41:416;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32285022735595703;0.13795103132724762;-0.1029716357588768;0.08199751377105713;0.3123874068260193;0.07623527944087982;-0.43;0.2;0.04;0.4834939241409302;12.587;0.0;99;0.34082443098304793;1;1;10;4
11:00:41:517;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32800447940826416;0.14044281840324402;-0.10231631994247437;0.08221247047185898;0.31270381808280945;0.07648127526044846;-0.45;0.21;0.04;0.5029617547988892;12.587;0.0;99;0.4139145379886031;1;1;10;4
11:00:41:619;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32800447940826416;0.14044281840324402;-0.10231631994247437;0.08221247047185898;0.31270381808280945;0.07648127526044846;-0.45;0.21;0.04;0.5029617547988892;12.587;0.0;99;0.050574405991937965;1;1;0;4
11:00:41:720;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3262188732624054;0.13966648280620575;-0.10271339118480682;0.0824013501405716;0.31299498677253723;0.07669687271118164;-0.44;0.2;0.04;0.48821911215782166;12.587;0.0;99;0.1520650860038586;1;1;0;4
11:00:41:821;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3262188732624054;0.13966648280620575;-0.10271339118480682;0.0824013501405716;0.31299498677253723;0.07669687271118164;-0.44;0.2;0.04;0.48821911215782166;12.587;0.0;99;0.25324245501542464;1;1;0;4
11:00:41:922;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3262188732624054;0.13966648280620575;-0.10271339118480682;0.0824013501405716;0.31299498677253723;0.07669687271118164;-0.44;0.2;0.04;0.48821911215782166;12.587;0.0;99;0.35530805599410087;1;1;0;4
11:00:42:023;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32586389780044556;0.13954024016857147;-0.1032784953713417;0.0825982317328453;0.3133082389831543;0.07693050056695938;-0.43;0.2;0.04;0.4838816225528717;12.587;0.0;99;0.4658031049766578;1;1;0;4
11:00:42:125;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32586389780044556;0.13954024016857147;-0.1032784953713417;0.0825982317328453;0.3133082389831543;0.07693050056695938;-0.43;0.2;0.04;0.4838816225528717;12.587;0.0;99;0.05077669897582382;1;1;0;4
11:00:42:226;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3285045623779297;0.14082911610603333;-0.10311894118785858;0.08279920369386673;0.3136313855648041;0.07717040181159973;-0.44;0.2;0.04;0.49461644887924194;12.587;0.0;99;0.1489521959447302;1;1;0;4
11:00:42:327;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3285045623779297;0.14082911610603333;-0.10311894118785858;0.08279920369386673;0.3136313855648041;0.07717040181159973;-0.44;0.2;0.04;0.49461644887924194;12.587;0.0;99;0.2502415539929643;1;1;0;4
11:00:42:428;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3285045623779297;0.14082911610603333;-0.10311894118785858;0.08279920369386673;0.3136313855648041;0.07717040181159973;-0.44;0.2;0.04;0.49461644887924194;12.587;0.0;99;0.3520034039975144;1;1;0;4
11:00:42:528;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.3347831964492798;0.14384333789348602;-0.10250897705554962;0.08299724012613297;0.3139265477657318;0.07740379124879837;-0.46;0.21;0.04;0.5085538029670715;12.587;0.0;99;0.45002384297549725;1;1;0;4
11:00:42:629;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.3347831964492798;0.14384333789348602;-0.10250897705554962;0.08299724012613297;0.3139265477657318;0.07740379124879837;-0.46;0.21;0.04;0.5085538029670715;12.587;0.0;99;0.5510708759538829;1;1;0;4
11:00:42:730;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3312893807888031;0.14232873916625977;-0.10291934013366699;0.0831800177693367;0.31421786546707153;0.07762150466442108;-0.44;0.2;0.04;0.49260592460632324;12.587;0.0;99;0.6351906839990988;1;1;0;4
11:00:42:832;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3312893807888031;0.14232873916625977;-0.10291934013366699;0.0831800177693367;0.31421786546707153;0.07762150466442108;-0.44;0.2;0.04;0.49260592460632324;12.587;0.0;99;0.7357923209783621;1;1;0;4
11:00:42:933;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.3312893807888031;0.14232873916625977;-0.10291934013366699;0.0831800177693367;0.31421786546707153;0.07762150466442108;-0.44;0.2;0.04;0.49260592460632324;12.587;0.0;99;0.8365849260007963;1;1;0;4
11:00:43:034;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.32924503087997437;0.14148178696632385;-0.10304387658834457;0.08337374776601791;0.31453973054885864;0.0778459683060646;-0.44;0.2;0.04;0.48726704716682434;12.587;0.0;99;0.950376933964435;1;1;0;4
11:00:43:391;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.33048996329307556;0.14213687181472778;-0.10306595265865326;0.08356494456529617;0.31483593583106995;0.07806318998336792;-0.44;0.2;0.04;0.49345988035202026;12.587;0.0;99;0.3200832080328837;1;1;0;4
11:00:43:492;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.33571434020996094;0.14463374018669128;-0.10253769904375076;0.083778016269207;0.3151586949825287;0.07830696552991867;-0.46;0.21;0.04;0.5133299231529236;12.587;0.0;99;0.39807529404060915;1;1;0;4
11:00:43:593;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.33571434020996094;0.14463374018669128;-0.10253769904375076;0.083778016269207;0.3151586949825287;0.07830696552991867;-0.46;0.21;0.04;0.5133299231529236;12.587;0.0;99;0.49876935000065714;1;1;0;4
11:00:43:694;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.33571434020996094;0.14463374018669128;-0.10253769904375076;0.08396149426698685;0.31545567512512207;0.07852281630039215;-0.46;0.21;0.04;0.5133299231529236;12.587;0.0;99;0.6210889660287648;1;1;0;4
11:00:43:794;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.33389756083488464;0.1438460350036621;-0.10248163342475891;0.08396149426698685;0.31545567512512207;0.07852281630039215;-0.45;0.21;0.04;0.4982106685638428;12.587;0.0;99;0.6970781920244917;1;1;0;4
11:00:43:917;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.33389756083488464;0.1438460350036621;-0.10248163342475891;0.08396149426698685;0.31545567512512207;0.07852281630039215;-0.45;0.21;0.04;0.4982106685638428;12.587;0.0;99;0.7478851799969561;1;1;0;4
11:00:44:018;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.333048015832901;0.14350871741771698;-0.10251971334218979;0.08415158838033676;0.3157750368118286;0.07874726504087448;-0.44;0.2;0.04;0.4929405152797699;12.587;0.0;99;0.9091665780288167;1;1;0;4
11:00:44:119;121;200;6;10;6,10;1;-35.363265;149.1652389;583.79;-0.333048015832901;0.14350871741771698;-0.10251971334218979;0.08415158838033676;0.3157750368118286;0.07874726504087448;-0.44;0.2;0.04;0.4929405152797699;12.587;0.0;99;0.0003539170138537884;1;1;0;4
11:00:44:234;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.333048015832901;0.14350871741771698;-0.10251971334218979;0.08435488492250443;0.31610041856765747;0.0789872482419014;-0.45;0.21;0.04;0.5047875642776489;12.587;0.0;99;0.1614812330226414;1;1;0;4
11:00:44:340;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.3361055552959442;0.1450088769197464;-0.10240482538938522;0.08435488492250443;0.31610041856765747;0.0789872482419014;-0.45;0.21;0.04;0.5047875642776489;12.587;0.0;99;0.21848882001359016;1;1;0;4
11:00:44:442;121;200;6;10;6,10;1;-35.3632651;149.1652389;583.79;-0.3361055552959442;0.1450088769197464;-0.10240482538938522;0.08435488492250443;0.31610041856765747;0.0789872482419014;-0.45;0.21;0.04;0.5047875642776489;12.587;0.0;99;0.3707880360307172;1;1;0;4
11:00:44:543;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34209635853767395;0.14789192378520966;-0.10225136578083038;0.08454539626836777;0.3164044916629791;0.0792052149772644;-0.46;0.21;0.04;0.5179838538169861;12.587;0.0;99;0.4480775980046019;1;1;0;4
11:00:44:643;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34209635853767395;0.14789192378520966;-0.10225136578083038;0.08454539626836777;0.3164044916629791;0.0792052149772644;-0.46;0.21;0.04;0.5179838538169861;12.587;0.0;99;0.5537435470032506;1;1;0;4
11:00:44:746;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3401658833026886;0.14705415070056915;-0.10296031832695007;0.0847279280424118;0.31670504808425903;0.07941897213459015;-0.45;0.21;0.04;0.5006335973739624;12.587;0.0;99;0.6432464789832011;1;1;0;4
11:00:44:852;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3401658833026886;0.14705415070056915;-0.10296031832695007;0.0847279280424118;0.31670504808425903;0.07941897213459015;-0.45;0.21;0.04;0.5006335973739624;12.587;0.0;99;0.7449557040235959;1;1;0;4
11:00:44:957;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3401658833026886;0.14705415070056915;-0.10296031832695007;0.0847279280424118;0.31670504808425903;0.07941897213459015;-0.45;0.21;0.04;0.5006335973739624;12.587;0.0;99;0.8463288390194066;1;1;0;4
11:00:45:058;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.33629345893859863;0.14531554281711578;-0.10340451449155807;0.084907166659832;0.31703269481658936;0.07963833212852478;-0.44;0.2;0.04;0.49532392621040344;12.587;0.0;99;0.9456131890183315;1;1;0;4
11:00:45:158;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.33629345893859863;0.14531554281711578;-0.10340451449155807;0.084907166659832;0.31703269481658936;0.07963833212852478;-0.44;0.2;0.04;0.49532392621040344;12.587;0.0;99;0.05817175703123212;1;1;0;4
11:00:45:270;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.33715933561325073;0.14577530324459076;-0.10349702835083008;0.08508763462305069;0.31733977794647217;0.07984909415245056;-0.45;0.21;0.04;0.5023330450057983;12.587;0.0;99;0.19360604498069733;1;1;0;4
11:00:45:371;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.33715933561325073;0.14577530324459076;-0.10349702835083008;0.08508763462305069;0.31733977794647217;0.07984909415245056;-0.45;0.21;0.04;0.5023330450057983;12.587;0.0;99;0.2941890790243633;1;1;0;4
11:00:45:478;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.33715933561325073;0.14577530324459076;-0.10349702835083008;0.08528546243906021;0.31767621636390686;0.08008575439453125;-0.47;0.22;0.05;0.5230317115783691;12.587;0.0;99;0.3484756969846785;1;1;0;4
11:00:45:580;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34262943267822266;0.14837738871574402;-0.10306889563798904;0.08528546243906021;0.31767621636390686;0.08008575439453125;-0.47;0.22;0.05;0.5230317115783691;12.587;0.0;99;0.46998667798470706;1;1;0;4
11:00:45:681;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34262943267822266;0.14837738871574402;-0.10306889563798904;0.08528546243906021;0.31767621636390686;0.08008575439453125;-0.47;0.22;0.05;0.5230317115783691;12.587;0.0;99;0.5922423760057427;1;1;0;4
11:00:45:781;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3409775495529175;0.1476554423570633;-0.10305686295032501;0.08545762300491333;0.3179777264595032;0.08029423654079437;-0.45;0.21;0.04;0.5076045393943787;12.587;0.0;99;0.6866680679959245;1;1;0;4
11:00:45:881;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3409775495529175;0.1476554423570633;-0.10305686295032501;0.08545762300491333;0.3179777264595032;0.08029423654079437;-0.45;0.21;0.04;0.5076045393943787;12.587;0.0;99;0.7934659100137651;1;1;0;4
11:00:45:984;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34015509486198425;0.14732567965984344;-0.10318246483802795;0.08563186228275299;0.31831347942352295;0.08051103353500366;-0.45;0.21;0.04;0.5019439458847046;12.587;0.0;99;0.8975299820303917;1;1;0;4
11:00:46:090;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34015509486198425;0.14732567965984344;-0.10318246483802795;0.08563186228275299;0.31831347942352295;0.08051103353500366;-0.45;0.21;0.04;0.5019439458847046;12.587;0.0;99;0.0001039649941958487;1;1;0;4
11:00:46:191;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.34015509486198425;0.14732567965984344;-0.10318246483802795;0.08563186228275299;0.31831347942352295;0.08051103353500366;-0.45;0.21;0.04;0.5019439458847046;12.587;0.0;99;0.10143395100021735;1;1;0;4
11:00:46:292;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3431796729564667;0.14879454672336578;-0.10275915265083313;0.08582243323326111;0.31865444779396057;0.08074105530977249;-0.46;0.21;0.04;0.5139572620391846;12.587;0.0;99;0.19996790000004694;1;1;0;4
11:00:46:398;121;200;6;10;6,10;1;-35.3632651;149.165239;583.79;-0.3431796729564667;0.14879454672336578;-0.10275915265083313;0.08582243323326111;0.31865444779396057;0.08074105530977249;-0.46;0.21;0.04;0.5139572620391846;12.587;0.0;99;0.30308555299416184;1;1;0;4
11:00:46:499;121;200;6;10;6,10;1;-35.3632652;149.165239;583.79;-0.3476719558238983;0.15092851221561432;-0.1021181270480156;0.08600068837404251;0.3189617991447449;0.08094970881938934;-0.47;0.22;0.05;0.5293548107147217;12.587;0.0;99;0.4009246820351109;1;1;0;4
11:00:46:606;121;200;6;10;6,10;1;-35.3632652;149.165239;583.79;-0.3476719558238983;0.15092851221561432;-0.1021181270480156;0.08600068837404251;0.3189617991447449;0.08094970881938934;-0.47;0.22;0.05;0.5293548107147217;12.587;0.0;99;0.5281415540375747;1;1;0;4
