10:46:43:457;eph;epv;fix_type;satellites;gps_status;ekf;latitude;longitude;altitude;north;east;down;pitch;yaw;roll;Vx;Vy;Vz;groundspeed;voltage;current;power;last_heartbeat;armed;mode;armable;system_status
10:47:49:569;eph;epv;fix_type;satellites;gps_status;ekf;latitude;longitude;altitude;north;east;down;pitch;yaw;roll;Vx;Vy;Vz;groundspeed;voltage;current;power;last_heartbeat;armed;mode;armable;system_status
10:47:58:038;121;200;6;10;6,10;1;-35.3632597;149.165236;583.8;0.2677237093448639;-0.1312304139137268;-0.1171196699142456;-0.04925215244293213;0.24525347352027893;-0.043970901519060135;0.24;-0.13;0.02;0.27879542112350464;12.587;0.0;100;0.2387978140031919;1;1;0;4
10:47:58:139;121;200;6;10;6,10;1;-35.3632597;149.165236;583.8;0.2677237093448639;-0.1312304139137268;-0.1171196699142456;-0.04925215244293213;0.24525347352027893;-0.043970901519060135;0.24;-0.13;0.02;0.27879542112350464;12.587;0.0;100;0.33937281399266794;1;1;0;4
10:47:58:240;121;200;6;10;6,10;1;-35.3632597;149.165236;583.8;0.26768019795417786;-0.13130532205104828;-0.11704056710004807;-0.04900980740785599;0.2449253499507904;-0.04376653954386711;0.25;-0.13;0.02;0.2841346263885498;12.587;0.0;100;0.39709361095447093;1;1;0;4
10:47:58:340;121;200;6;10;6,10;1;-35.3632597;149.165236;583.8;0.26768019795417786;-0.13130532205104828;-0.11704056710004807;-0.04900980740785599;0.2449253499507904;-0.04376653954386711;0.25;-0.13;0.02;0.2841346263885498;12.587;0.0;100;0.4975612839916721;1;1;0;4
10:47:58:442;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2647151052951813;-0.12988334894180298;-0.11716032028198242;-0.04879054054617882;0.24462442100048065;-0.04356934502720833;0.24;-0.12;0.02;0.2740473747253418;12.587;0.0;100;0.6403360269614495;1;1;0;4
10:47:58:543;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2647151052951813;-0.12988334894180298;-0.11716032028198242;-0.04879054054617882;0.24462442100048065;-0.04356934502720833;0.24;-0.12;0.02;0.2740473747253418;12.587;0.0;100;0.7412896589958109;1;1;0;4
10:47:58:644;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2647151052951813;-0.12988334894180298;-0.11716032028198242;-0.04879054054617882;0.24462442100048065;-0.04356934502720833;0.24;-0.12;0.02;0.2740473747253418;12.587;0.0;100;0.8417427059612237;1;1;0;4
10:47:58:744;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.262565016746521;-0.1289190798997879;-0.1174253299832344;-0.048536017537117004;0.24430662393569946;-0.043359290808439255;0.23;-0.12;0.02;0.2688648998737335;12.587;0.0;100;0.9362988589564338;1;1;0;4
10:47:58:845;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.262565016746521;-0.1289190798997879;-0.1174253299832344;-0.048536017537117004;0.24430662393569946;-0.043359290808439255;0.23;-0.12;0.02;0.2688648998737335;12.587;0.0;100;7.931998698040843e-05;1;1;0;4
10:47:58:946;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.26208850741386414;-0.1288091540336609;-0.11781290173530579;-0.04830962046980858;0.24400486052036285;-0.043168336153030396;0.23;-0.12;0.02;0.2704242169857025;12.587;0.0;100;0.13280922902049497;1;1;0;4
10:47:59:047;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.26208850741386414;-0.1288091540336609;-0.11781290173530579;-0.04830962046980858;0.24400486052036285;-0.043168336153030396;0.23;-0.12;0.02;0.2704242169857025;12.587;0.0;100;0.2335017150035128;1;1;0;4
10:47:59:148;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.26208850741386414;-0.1288091540336609;-0.11781290173530579;-0.04830962046980858;0.24400486052036285;-0.043168336153030396;0.23;-0.12;0.02;0.2704242169857025;12.587;0.0;100;0.33411423303186893;1;1;0;4
10:47:59:248;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2634044587612152;-0.1296599805355072;-0.11816173791885376;-0.048073142766952515;0.24367912113666534;-0.04296675696969032;0.24;-0.13;0.02;0.2791995704174042;12.587;0.0;100;0.4352209100034088;1;1;0;4
10:47:59:349;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2634044587612152;-0.1296599805355072;-0.11816173791885376;-0.048073142766952515;0.24367912113666534;-0.04296675696969032;0.24;-0.13;0.02;0.2791995704174042;12.587;0.0;100;0.5359244450228289;1;1;0;4
10:47:59:449;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2612486481666565;-0.12866762280464172;-0.11859379708766937;-0.0478433333337307;0.2433817982673645;-0.04277229681611061;0.23;-0.12;0.02;0.2692464590072632;12.587;0.0;100;0.6383994520292617;1;1;0;4
10:47:59:550;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2612486481666565;-0.12866762280464172;-0.11859379708766937;-0.0478433333337307;0.2433817982673645;-0.04277229681611061;0.23;-0.12;0.02;0.2692464590072632;12.587;0.0;100;0.739210280997213;1;1;0;4
10:47:59:652;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.2612486481666565;-0.12866762280464172;-0.11859379708766937;-0.0478433333337307;0.2433817982673645;-0.04277229681611061;0.23;-0.12;0.02;0.2692464590072632;12.587;0.0;100;0.839937723998446;1;1;0;4
10:47:59:752;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.25965556502342224;-0.1279807835817337;-0.11894887685775757;-0.04758680239319801;0.2430591732263565;-0.042554907500743866;0.23;-0.12;0.02;0.2645505666732788;12.587;0.0;100;0.9337224389892071;1;1;0;4
10:47:59:853;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.25965556502342224;-0.1279807835817337;-0.11894887685775757;-0.04758680239319801;0.2430591732263565;-0.042554907500743866;0.23;-0.12;0.02;0.2645505666732788;12.587;0.0;100;0.05024142999900505;1;1;0;4
10:47:59:954;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.26070278882980347;-0.12868483364582062;-0.11899928003549576;-0.04735992103815079;0.24276414513587952;-0.04236079379916191;0.23;-0.12;0.02;0.2677537202835083;12.587;0.0;100;0.13221696601249278;1;1;0;4
10:48:00:054;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.26070278882980347;-0.12868483364582062;-0.11899928003549576;-0.04735992103815079;0.24276414513587952;-0.04236079379916191;0.23;-0.12;0.02;0.2677537202835083;12.587;0.0;100;0.23262441699625924;1;1;0;4
10:48:00:155;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.26070278882980347;-0.12868483364582062;-0.11899928003549576;-0.04735992103815079;0.24276414513587952;-0.04236079379916191;0.23;-0.12;0.02;0.2677537202835083;12.587;0.0;100;0.32374846702441573;1;1;0;4
10:48:00:255;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.260763943195343;-0.12885349988937378;-0.11896646022796631;-0.047109946608543396;0.24244636297225952;-0.042145613580942154;0.24;-0.12;0.02;0.27311474084854126;12.587;0.0;100;0.4417645040084608;1;1;0;4
10:48:00:355;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.260763943195343;-0.12885349988937378;-0.11896646022796631;-0.047109946608543396;0.24244636297225952;-0.042145613580942154;0.24;-0.12;0.02;0.27311474084854126;12.587;0.0;100;0.5421176649979316;1;1;0;4
10:48:00:456;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.25781986117362976;-0.12742353975772858;-0.11920349299907684;-0.0468764565885067;0.24215281009674072;-0.04194350913167;0.23;-0.12;0.02;0.2632313668727875;12.587;0.0;100;0.6285528670414351;1;1;0;4
10:48:00:557;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.25781986117362976;-0.12742353975772858;-0.11920349299907684;-0.0468764565885067;0.24215281009674072;-0.04194350913167;0.23;-0.12;0.02;0.2632313668727875;12.587;0.0;100;0.7311174320057034;1;1;0;4
10:48:00:658;121;200;6;10;6,10;1;-35.3632598;149.165236;583.8;0.25781986117362976;-0.12742353975772858;-0.11920349299907684;-0.0468764565885067;0.24215281009674072;-0.04194350913167;0.23;-0.12;0.02;0.2632313668727875;12.587;0.0;100;0.8319971070159227;1;1;0;4
10:48:00:759;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2556486427783966;-0.12641902267932892;-0.11965453624725342;-0.04662516340613365;0.24183472990989685;-0.04171860218048096;0.22;-0.12;0.02;0.25808531045913696;12.587;0.0;100;0.9486787670175545;1;1;0;4
10:48:00:860;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2556486427783966;-0.12641902267932892;-0.11965453624725342;-0.04662516340613365;0.24183472990989685;-0.04171860218048096;0.22;-0.12;0.02;0.25808531045913696;12.587;0.0;100;0.05037433799589053;1;1;0;4
10:48:00:960;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2550894320011139;-0.12625692784786224;-0.11952453851699829;-0.04639100283384323;0.24154038727283478;-0.04151652753353119;0.22;-0.12;0.02;0.25944918394088745;12.587;0.0;100;0.12711662700166926;1;1;0;4
10:48:01:061;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2550894320011139;-0.12625692784786224;-0.11952453851699829;-0.04639100283384323;0.24154038727283478;-0.04151652753353119;0.22;-0.12;0.02;0.25944918394088745;12.587;0.0;100;0.23025025898823515;1;1;0;4
10:48:01:161;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2550894320011139;-0.12625692784786224;-0.11952453851699829;-0.04639100283384323;0.24154038727283478;-0.04151652753353119;0.22;-0.12;0.02;0.25944918394088745;12.587;0.0;100;0.33575715898768976;1;1;0;4
10:48:01:262;121;200;6;10;6,10;1;-35.3632598;149.1652361;583.8;0.25630027055740356;-0.12702548503875732;-0.11906888335943222;-0.0461345873773098;0.241225928068161;-0.041302453726530075;0.23;-0.12;0.02;0.26768848299980164;12.587;0.0;100;0.4378514760173857;1;1;0;4
10:48:01:363;121;200;6;10;6,10;1;-35.3632598;149.1652361;583.8;0.25630027055740356;-0.12702548503875732;-0.11906888335943222;-0.0461345873773098;0.241225928068161;-0.041302453726530075;0.23;-0.12;0.02;0.26768848299980164;12.587;0.0;100;0.5386926080100238;1;1;0;4
10:48:01:464;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2541123926639557;-0.12597326934337616;-0.1188744381070137;-0.04590116813778877;0.24093294143676758;-0.041089583188295364;0.22;-0.12;0.02;0.25784963369369507;12.587;0.0;100;0.6281468169763684;1;1;0;4
10:48:01:564;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2541123926639557;-0.12597326934337616;-0.1188744381070137;-0.04590116813778877;0.24093294143676758;-0.041089583188295364;0.22;-0.12;0.02;0.25784963369369507;12.587;0.0;100;0.7286656880169176;1;1;0;4
10:48:01:665;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2541123926639557;-0.12597326934337616;-0.1188744381070137;-0.04590116813778877;0.24093294143676758;-0.041089583188295364;0.22;-0.12;0.02;0.25784963369369507;12.587;0.0;100;0.849338125961367;1;1;0;4
10:48:01:766;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.25245073437690735;-0.12520258128643036;-0.11918660998344421;-0.04563772678375244;0.24061976373195648;-0.04085566848516464;0.22;-0.12;0.02;0.25322234630584717;12.587;0.0;100;0.9364930170122534;1;1;0;4
10:48:01:866;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.25245073437690735;-0.12520258128643036;-0.11918660998344421;-0.04563772678375244;0.24061976373195648;-0.04085566848516464;0.22;-0.12;0.02;0.25322234630584717;12.587;0.0;100;0.0503024939680472;1;1;0;4
10:48:01:967;121;200;6;10;6,10;1;-35.3632599;149.1652361;583.8;0.2534140348434448;-0.12579527497291565;-0.11919284611940384;-0.04543738439679146;0.24033255875110626;-0.040689922869205475;0.22;-0.12;0.02;0.25629568099975586;12.587;0.0;100;0.12737848202232271;1;1;0;4
11:00:31:097;121;200;6;10;6,10;1;-35.3632645;149.1652386;583.79;-0.267539918422699;0.11437525600194931;-0.10786798596382141;0.07342936843633652;0.3007165789604187;0.066574826836586;-0.4;0.18;0.03;0.4390212297439575;12.587;0.0;99;8.495204383507371e-05;1;1;10;4
11:00:31:198;121;200;6;10;6,10;1;-35.3632645;149.1652386;583.79;-0.267539918422699;0.11437525600194931;-0.10786798596382141;0.073637954890728;0.3009736239910126;0.06679724156856537;-0.4;0.18;0.03;0.44136032462120056;12.587;0.0;99;0.1249824000406079;1;1;10;4
11:00:31:298;121;200;6;10;6,10;1;-35.3632645;149.1652386;583.79;-0.2705851197242737;0.1160724088549614;-0.10754377394914627;0.073637954890728;0.3009736239910126;0.06679724156856537;-0.4;0.18;0.03;0.44136032462120056;12.587;0.0;99;0.17876724799862131;1;1;10;4
11:00:31:399;121;200;6;10;6,10;1;-35.3632645;149.1652386;583.79;-0.2705851197242737;0.1160724088549614;-0.10754377394914627;0.073637954890728;0.3009736239910126;0.06679724156856537;-0.4;0.18;0.03;0.44136032462120056;12.587;0.0;99;0.2792795519926585;1;1;10;4
11:00:31:499;121;200;6;10;6,10;1;-35.3632645;149.1652387;583.79;-0.2767750024795532;0.11920616030693054;-0.1068904772400856;0.07387080043554306;0.30124714970588684;0.0670541450381279;-0.41;0.19;0.04;0.4566260576248169;12.587;0.0;99;0.39322142698802054;1;1;10;4
11:00:31:605;121;200;6;10;6,10;1;-35.3632645;149.1652387;583.79;-0.2767750024795532;0.11920616030693054;-0.1068904772400856;0.07387080043554306;0.30124714970588684;0.0670541450381279;-0.41;0.19;0.04;0.4566260576248169;12.587;0.0;99;0.49389245302882046;1;1;10;4
11:00:31:705;121;200;6;10;6,10;1;-35.3632645;149.1652387;583.79;-0.2767750024795532;0.11920616030693054;-0.1068904772400856;0.07387080043554306;0.30124714970588684;0.0670541450381279;-0.41;0.19;0.04;0.4566260576248169;12.587;0.0;99;0.5945063090184703;1;1;10;4
11:00:31:806;121;200;6;10;6,10;1;-35.3632645;149.1652387;583.79;-0.2767242193222046;0.11923635005950928;-0.10713202506303787;0.07409295439720154;0.3015258312225342;0.06729546934366226;-0.39;0.18;0.03;0.44000130891799927;12.587;0.0;99;0.7069776669959538;1;1;10;4
11:00:31:907;121;200;6;10;6,10;1;-35.3632645;149.1652387;583.79;-0.2767242193222046;0.11923635005950928;-0.10713202506303787;0.07409295439720154;0.3015258312225342;0.06729546934366226;-0.39;0.18;0.03;0.44000130891799927;12.587;0.0;99;0.8076079250313342;1;1;10;4
11:00:32:009;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28091657161712646;0.12097187340259552;-0.10668256878852844;0.0743023082613945;0.3017868995666504;0.06752374023199081;-0.4;0.18;0.04;0.4446996748447418;12.587;0.0;99;0.9153891000314616;1;1;10;4
11:00:32:110;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28091657161712646;0.12097187340259552;-0.10668256878852844;0.0743023082613945;0.3017868995666504;0.06752374023199081;-0.4;0.18;0.04;0.4446996748447418;12.587;0.0;99;7.480004569515586e-05;1;1;10;4
11:00:32:210;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2817157506942749;0.12072327733039856;-0.10637348145246506;0.07450244575738907;0.3020443618297577;0.06774737685918808;-0.39;0.18;0.04;0.44078296422958374;12.587;0.0;99;0.13468095700955018;1;1;10;4
11:00:32:312;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2817157506942749;0.12072327733039856;-0.10637348145246506;0.07450244575738907;0.3020443618297577;0.06774737685918808;-0.39;0.18;0.04;0.44078296422958374;12.587;0.0;99;0.2358056170050986;1;1;10;4
11:00:32:413;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2817157506942749;0.12072327733039856;-0.10637348145246506;0.07450244575738907;0.3020443618297577;0.06774737685918808;-0.39;0.18;0.04;0.44078296422958374;12.587;0.0;99;0.33715727704111487;1;1;10;4
11:00:32:515;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2862042486667633;0.12201195955276489;-0.10598216950893402;0.07472764700651169;0.30232492089271545;0.06799741834402084;-0.41;0.19;0.04;0.45735856890678406;12.587;0.0;99;0.3942729600239545;1;1;10;4
11:00:32:618;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2862042486667633;0.12201195955276489;-0.10598216950893402;0.07472764700651169;0.30232492089271545;0.06799741834402084;-0.41;0.19;0.04;0.45735856890678406;12.587;0.0;99;0.4955040520289913;1;1;10;4
11:00:32:719;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28589576482772827;0.12116984277963638;-0.1063014343380928;0.07492922991514206;0.3025897741317749;0.06822817027568817;-0.4;0.18;0.04;0.4446623921394348;12.587;0.0;99;0.6355313090025447;1;1;10;4
11:00:32:820;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28589576482772827;0.12116984277963638;-0.1063014343380928;0.07492922991514206;0.3025897741317749;0.06822817027568817;-0.4;0.18;0.04;0.4446623921394348;12.587;0.0;99;0.736273656017147;1;1;10;4
11:00:32:921;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28589576482772827;0.12116984277963638;-0.1063014343380928;0.07492922991514206;0.3025897741317749;0.06822817027568817;-0.4;0.18;0.04;0.4446623921394348;12.587;0.0;99;0.8372284000506625;1;1;10;4
11:00:33:022;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2863447666168213;0.12078242748975754;-0.10675786435604095;0.07514166831970215;0.3028770089149475;0.06846766918897629;-0.39;0.18;0.04;0.4395345449447632;12.587;0.0;99;0.9442519910517149;1;1;10;4
11:00:33:123;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.2863447666168213;0.12078242748975754;-0.10675786435604095;0.07514166831970215;0.3028770089149475;0.06846766918897629;-0.39;0.18;0.04;0.4395345449447632;12.587;0.0;99;0.05072924302658066;1;1;10;4
11:00:33:224;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28828665614128113;0.12128359824419022;-0.10670033097267151;0.07534465193748474;0.3031371235847473;0.0686924010515213;-0.4;0.18;0.04;0.44377610087394714;12.587;0.0;99;0.13346577703487128;1;1;10;4
11:00:33:325;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28828665614128113;0.12128359824419022;-0.10670033097267151;0.07534465193748474;0.3031371235847473;0.0686924010515213;-0.4;0.18;0.04;0.44377610087394714;12.587;0.0;99;0.2507460120250471;1;1;10;4
11:00:33:425;121;200;6;10;6,10;1;-35.3632646;149.1652387;583.79;-0.28828665614128113;0.12128359824419022;-0.10670033097267151;0.07534465193748474;0.3031371235847473;0.0686924010515213;-0.4;0.18;0.04;0.44377610087394714;12.587;0.0;99;0.35195315204327926;1;1;10;4
11:00:33:526;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29387369751930237;0.12348327040672302;-0.1061967983841896;0.0755704939365387;0.30342063307762146;0.06894249469041824;-0.41;0.19;0.04;0.4614919424057007;12.587;0.0;99;0.44641893805237487;1;1;10;4
11:00:33:627;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29387369751930237;0.12348327040672302;-0.1061967983841896;0.0755704939365387;0.30342063307762146;0.06894249469041824;-0.41;0.19;0.04;0.4614919424057007;12.587;0.0;99;0.5473376830341294;1;1;10;4
11:00:33:728;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29387369751930237;0.12348327040672302;-0.1061967983841896;0.07579119503498077;0.3037024438381195;0.06919094920158386;-0.4;0.18;0.04;0.4457740783691406;12.587;0.0;99;0.6576741070020944;1;1;10;4
11:00:33:829;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2931840419769287;0.1228346973657608;-0.10622440278530121;0.07579119503498077;0.3037024438381195;0.06919094920158386;-0.4;0.18;0.04;0.4457740783691406;12.587;0.0;99;0.7127219600370154;1;1;10;4
11:00:33:930;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2931840419769287;0.1228346973657608;-0.10622440278530121;0.07579119503498077;0.3037024438381195;0.06919094920158386;-0.4;0.18;0.04;0.4457740783691406;12.587;0.0;99;0.8138209680328146;1;1;10;4
11:00:34:031;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29684579372406006;0.12430325150489807;-0.10597963631153107;0.07599133253097534;0.3039693534374237;0.06941770017147064;-0.4;0.19;0.04;0.4511350095272064;12.587;0.0;99;0.9470223550451919;1;1;10;4
11:00:34:132;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29684579372406006;0.12430325150489807;-0.10597963631153107;0.07599133253097534;0.3039693534374237;0.06941770017147064;-0.4;0.19;0.04;0.4511350095272064;12.587;0.0;99;0.050565073965117335;1;1;10;4
11:00:34:233;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29881930351257324;0.12506595253944397;-0.10576528310775757;0.07618748396635056;0.3042372465133667;0.06964465230703354;-0.4;0.18;0.04;0.45032864809036255;12.587;0.0;99;0.13778556999750435;1;1;10;4
11:00:34:333;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29881930351257324;0.12506595253944397;-0.10576528310775757;0.07618748396635056;0.3042372465133667;0.06964465230703354;-0.4;0.18;0.04;0.45032864809036255;12.587;0.0;99;0.238288048945833;1;1;10;4
11:00:34:434;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.29881930351257324;0.12506595253944397;-0.10576528310775757;0.07618748396635056;0.3042372465133667;0.06964465230703354;-0.4;0.18;0.04;0.45032864809036255;12.587;0.0;99;0.338969329954125;1;1;10;4
11:00:34:535;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.3000826835632324;0.12554459273815155;-0.10544643551111221;0.0764036476612091;0.3045310378074646;0.06988471746444702;-0.41;0.19;0.04;0.46316269040107727;12.587;0.0;99;0.4494622999918647;1;1;10;4
11:00:34:636;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.3000826835632324;0.12554459273815155;-0.10544643551111221;0.0764036476612091;0.3045310378074646;0.06988471746444702;-0.41;0.19;0.04;0.46316269040107727;12.587;0.0;99;0.5501161049469374;1;1;10;4
11:00:34:736;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2980711758136749;0.12453538179397583;-0.10556706041097641;0.07660183310508728;0.3047958016395569;0.0701049342751503;-0.4;0.19;0.04;0.4513826072216034;12.587;0.0;99;0.6565462899743579;1;1;10;4
11:00:34:837;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2980711758136749;0.12453538179397583;-0.10556706041097641;0.07660183310508728;0.3047958016395569;0.0701049342751503;-0.4;0.19;0.04;0.4513826072216034;12.587;0.0;99;0.7572956439689733;1;1;10;4
11:00:34:939;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2980711758136749;0.12453538179397583;-0.10556706041097641;0.07660183310508728;0.3047958016395569;0.0701049342751503;-0.4;0.19;0.04;0.4513826072216034;12.587;0.0;99;0.8577935319626704;1;1;10;4
11:00:35:040;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2975960969924927;0.12430679798126221;-0.10562437772750854;0.07680824398994446;0.3050866723060608;0.07033846527338028;-0.4;0.18;0.04;0.44688680768013;12.587;0.0;99;0.9467592109576799;1;1;10;4
11:00:35:140;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2975960969924927;0.12430679798126221;-0.10562437772750854;0.07680824398994446;0.3050866723060608;0.07033846527338028;-0.4;0.18;0.04;0.44688680768013;12.587;0.0;99;0.05030935496324673;1;1;10;4
11:00:35:241;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2993635833263397;0.12515386939048767;-0.10581906884908676;0.07700604200363159;0.3053590655326843;0.07055990397930145;-0.41;0.19;0.04;0.45246705412864685;12.587;0.0;99;0.13741708197630942;1;1;10;4
11:00:35:342;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2993635833263397;0.12515386939048767;-0.10581906884908676;0.07700604200363159;0.3053590655326843;0.07055990397930145;-0.41;0.19;0.04;0.45246705412864685;12.587;0.0;99;0.238493105978705;1;1;10;4
11:00:35:442;121;200;6;10;6,10;1;-35.3632647;149.1652387;583.79;-0.2993635833263397;0.12515386939048767;-0.10581906884908676;0.07700604200363159;0.3053590655326843;0.07055990397930145;-0.41;0.19;0.04;0.45246705412864685;12.587;0.0;99;0.33912002301076427;1;1;10;4
11:00:35:543;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3040889799594879;0.12736518681049347;-0.10554978251457214;0.077227383852005;0.305652379989624;0.07081282138824463;-0.42;0.19;0.04;0.4699670672416687;12.587;0.0;99;0.4446980489883572;1;1;10;4
11:00:35:644;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3040889799594879;0.12736518681049347;-0.10554978251457214;0.077227383852005;0.305652379989624;0.07081282138824463;-0.42;0.19;0.04;0.4699670672416687;12.587;0.0;99;0.5452225030167028;1;1;10;4
11:00:35:745;121;200;6;10;6,10;1;-35.3632648;149.1652387;583.79;-0.3028254806995392;0.12677718698978424;-0.10578837990760803;0.07742808014154434;0.30594006180763245;0.0710531547665596;-0.41;0.19;0.04;0.45442724227905273;12.587;0.0;99;0.668517232988961;1;1;10;4
11:00:35:848;121;200;6;10;6,10;1;-35.3632648;149.1652387;583.79;-0.3028254806995392;0.12677718698978424;-0.10578837990760803;0.07742808014154434;0.30594006180763245;0.0710531547665596;-0.41;0.19;0.04;0.45442724227905273;12.587;0.0;99;0.7701192109961994;1;1;10;4
11:00:35:949;121;200;6;10;6,10;1;-35.3632648;149.1652387;583.79;-0.3028254806995392;0.12677718698978424;-0.10578837990760803;0.07761099934577942;0.30621013045310974;0.07126601040363312;-0.41;0.19;0.04;0.45442724227905273;12.587;0.0;99;0.8757344199693762;1;1;10;4
11:00:36:052;121;200;6;10;6,10;1;-35.3632648;149.1652387;583.79;-0.3032762110233307;0.12697094678878784;-0.10602252185344696;0.07761099934577942;0.30621013045310974;0.07126601040363312;-0.41;0.19;0.04;0.45341864228248596;12.587;0.0;99;0.956221666012425;1;1;10;4
11:00:36:153;121;200;6;10;6,10;1;-35.3632648;149.1652387;583.79;-0.3032762110233307;0.12697094678878784;-0.10602252185344696;0.07761099934577942;0.30621013045310974;0.07126601040363312;-0.41;0.19;0.04;0.45341864228248596;12.587;0.0;99;0.05044280702713877;1;1;10;4
11:00:36:255;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30766966938972473;0.12902191281318665;-0.10561136901378632;0.07780732214450836;0.3064810633659363;0.07148805260658264;-0.41;0.19;0.04;0.46253201365470886;12.587;0.0;99;0.15027285198448226;1;1;10;4
11:00:36:356;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30766966938972473;0.12902191281318665;-0.10561136901378632;0.07780732214450836;0.3064810633659363;0.07148805260658264;-0.41;0.19;0.04;0.46253201365470886;12.587;0.0;99;0.25140619301237166;1;1;10;4
11:00:36:457;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.30766966938972473;0.12902191281318665;-0.10561136901378632;0.07801280915737152;0.30677738785743713;0.0717257633805275;-0.42;0.2;0.04;0.46253201365470886;12.587;0.0;99;0.3855331569793634;1;1;10;4
11:00:36:558;121;200;6;10;6,10;1;-35.3632648;149.1652388;583.79;-0.3097834289073944;0.13012230396270752;-0.10541385412216187;0.07801280915737152;0.30677738785743713;0.0717257633805275;-0.42;0.2;0.04;0.47413915395736694;12.587;0.0;99;0.4635753909824416;1;1;10;4
